,text,time,location,source,like_count,quote_count,reply_count,retweet_count,lang,split_text
356,thank,2022-05-05,upstate NY,Twitter for iPhone,0,0,0,0,en,thank
357,dear project go fail make short,2022-05-05,München,Twitter Web App,0,0,1,0,en,dear project go fail make short
358,net monster move extend,2022-05-05,"Boynton Beach, FL",Twitter for iPhone,0,0,0,0,en,net monster move extend
360,hand made soap doctor watermelon goat milk alo vera flower,2022-05-06,USA,Twitter Web App,0,0,0,0,en,hand made soap doctor watermelon goat milk alo vera flower
361,hand made soap doctor watermelon goat milk alo vera flower via,2022-05-06,USA,Twitter Web App,1,0,0,0,en,hand made soap doctor watermelon goat milk alo vera flower via
362,hand made soap doctor watermelon goat milk alo vera flower,2022-05-06,USA,Twitter Web App,0,0,0,0,en,hand made soap doctor watermelon goat milk alo vera flower
363,,2022-05-06,USA,Twitter Web App,0,0,0,0,en,
364,hand made soap doctor watermelon goat milk alo vera flower via,2022-05-06,USA,Twitter Web App,0,0,0,0,en,hand made soap doctor watermelon goat milk alo vera flower via
365,via soap move get b,2022-05-06,USA,Twitter Web App,0,0,0,0,en,via soap move get b
367,stock musk deal,2022-05-06,,Twitter Web App,0,0,0,0,en,stock musk deal
368,follow along latest panel insight,2022-05-06,"New York, USA",Twitter Web App,0,0,0,0,en,follow along latest panel insight
369,hell month truth social number store list,2022-05-06,,Twitter Web App,0,0,0,0,en,hell month truth social number store list
370,video good time buyer bad time seller,2022-05-06,Miami/London,StockTwits Web,4,0,0,1,en,video good time buyer bad time seller
371,global latest news discuss,2022-05-06,NYC,Twitter for iPhone,0,0,0,0,en,global latest news discuss
372,interest point tube folk,2022-05-06,"Mumbai, India",Twitter Web App,0,0,0,0,en,interest point tube folk
373,profit invest,2022-05-06,"California, USA",Stocks_highlight,0,0,1,0,en,profit invest
374,doge play major role let us know,2022-05-06,"""Not of this Earth""",Twitter Web App,0,0,0,0,en,doge play major role let us know
376,knew go happen plan,2022-05-06,,Twitter Web App,0,0,0,0,en,knew go happen plan
377,hi read way rais billion ta,2022-05-06,,Twitter for iPhone,0,0,0,0,en,hi read way rais billion ta
378,yo fam support,2022-05-06,,Twitter for Android,0,0,0,0,en,yo fam support
379,yo fam support,2022-05-06,Loading...,Twitter for Android,2,4,0,1,en,yo fam support
380,global latest news discuss wee,2022-05-06,"New York, NY",Twitter Web App,2,1,0,1,en,global latest news discuss wee
381,hi read way rais billion ta,2022-05-06,,Twitter for iPhone,0,0,1,0,en,hi read way rais billion ta
382,hi read way rais billion ta,2022-05-06,,Twitter for iPhone,0,0,0,0,en,hi read way rais billion ta
383,hi read way rais billion ta,2022-05-06,,Twitter for iPhone,0,0,0,0,en,hi read way rais billion ta
384,one thing need deal account cant,2022-05-06,New Hampshire,Twitter Web App,0,0,0,0,en,one thing need deal account cant
385,share fall new session low follow report pension fund musk,2022-05-06,Check out my University →,LaterMedia,3,1,2,0,en,share fall new session low follow report pension fund musk
386,recap,2022-05-06,,Twitter for iPhone,0,0,0,0,en,recap
387,matter think right leader not j,2022-05-06,Singapore,Twitter for iPhone,0,0,0,0,en,matter think right leader not j
388,follow goddess join,2022-05-06,"Virginia, USA",Twitter for iPhone,0,0,0,0,en,follow goddess join
389,follow goddess join,2022-05-06,,Twitter for iPhone,1,0,0,2,en,follow goddess join
390,might also brush,2022-05-06,Trivandrum ,Twitter Web App,0,0,0,0,en,might also brush
391,best mother day gift doge,2022-05-06,,Twitter Web App,0,0,0,0,en,best mother day gift doge
393,get closer price tag lower size,2022-05-06,"Sydney, Australia",Twitter Web App,0,0,0,0,en,get closer price tag lower size
394,make run renew run bit harder soak solar,2022-05-06,,Twitter Web App,0,0,0,0,en,make run renew run bit harder soak solar
396,dear wrong one ape look good stylish like forget h,2022-05-06,Blockchain,Twitter for iPhone,3,0,0,0,en,dear wrong one ape look good stylish like forget h
398,de may organ hand made soap artisan skull alo vera,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo vera
399,de may organ hand made soap artisan skull alo vera lemon,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo vera lemon
400,de may organ hand made soap artisan skull alo vera lemon,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo vera lemon
401,de may organ hand made soap artisan skull alo vera lemon,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo vera lemon
402,de may organ hand made soap artisan skull alo vera lemon l,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo vera lemon l
403,de may organ hand made soap artisan skull alo vera lemon,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo vera lemon
404,de may organ hand made soap artisan skull alo vera l,2022-05-06,USA,Twitter Web App,1,0,0,0,en,de may organ hand made soap artisan skull alo vera l
405,de may organ hand made soap artisan skull alo v,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo v
406,de may organ hand made soap artisan skull alo v,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo v
407,de may organ hand made soap artisan skull alo,2022-05-06,USA,Twitter Web App,1,0,0,0,en,de may organ hand made soap artisan skull alo
408,de may organ hand made soap artisan skull alo vera lemon,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo vera lemon
409,de may organ hand made soap artisan skull alo vera lemon,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo vera lemon
410,de may organ hand made soap artisan skull alo vera lemon,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo vera lemon
411,de may organ hand made soap artisan skull alo vera lave,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo vera lave
412,de may organ hand made soap artisan skull alo vera,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo vera
413,de may organ hand made soap artisan skull alo vera,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo vera
414,de may organ hand made soap artisan skull alo vera lave,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo vera lave
415,de may organ hand made soap artisan skull alo vera,2022-05-06,USA,Twitter Web App,0,0,1,0,en,de may organ hand made soap artisan skull alo vera
416,de may organ hand made soap artisan skull alo vera lemon,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo vera lemon
417,get tire show true strength,2022-05-06,,Twitter for Android,0,0,0,0,en,get tire show true strength
418,de may organ hand made soap artisan skull alo vera lemon,2022-05-06,USA,Twitter Web App,0,0,0,0,en,de may organ hand made soap artisan skull alo vera lemon
419,hand made soap artisan black live matter alo vera lemon croc,2022-05-06,USA,Twitter Web App,0,0,0,0,en,hand made soap artisan black live matter alo vera lemon croc
421,hand made soap artisan black live matter alo vera lemon croc,2022-05-06,USA,Twitter Web App,0,0,0,0,en,hand made soap artisan black live matter alo vera lemon croc
422,hand made soap artisan black live matter alo vera lemon croc,2022-05-06,USA,Twitter Web App,0,0,0,0,en,hand made soap artisan black live matter alo vera lemon croc
423,hand made soap artisan black live matter alo vera lemon croc v,2022-05-06,USA,Twitter Web App,0,0,0,0,en,hand made soap artisan black live matter alo vera lemon croc v
424,hand made soap artisan black live matter alo vera lemon croc,2022-05-06,USA,Twitter Web App,0,0,0,0,en,hand made soap artisan black live matter alo vera lemon croc
425,see behind musk ulterior b,2022-05-06,Cape Town,Twitter Web App,0,0,0,0,en,see behind musk ulterior b
426,think want link sa express mu,2022-05-06,Cape Town,Twitter Web App,0,0,0,0,en,think want link sa express mu
427,hand made soap artisan black live matter alo vera lemon croc via,2022-05-06,USA,Twitter Web App,0,0,0,0,en,hand made soap artisan black live matter alo vera lemon croc via
428,part,2022-05-06,"""Not of this Earth""",Twitter Web App,0,0,0,0,en,part
429,one mention last hour via,2022-05-06,,topstonks,0,0,0,0,en,one mention last hour via
430,buy,2022-05-06,New York,Twitter for iPhone,0,0,0,0,en,buy
434,relax afternoon soap,2022-05-07,,Twitter Web App,0,0,0,0,en,relax afternoon soap
435,relax afternoon soap,2022-05-07,USA,Twitter Web App,5,0,3,4,en,relax afternoon soap
436,via music box con,2022-05-07,USA,Twitter Web App,2,1,7,0,en,via music box con
437,actual today price share sold,2022-05-07,"Fairborn, OH",Twitter Web App,0,0,0,0,en,actual today price share sold
438,via time stood still,2022-05-07,USA,Twitter Web App,6,0,1,0,en,via time stood still
440,share bear market one stock ho,2022-05-07,"Fairborn, OH",Twitter Web App,0,0,0,0,en,share bear market one stock ho
444,never oath need done,2022-05-07,upstate NY,Twitter for iPhone,0,0,0,0,en,never oath need done
446,follow leader soap doctor,2022-05-07,USA,Twitter Web App,1,0,0,1,en,follow leader soap doctor
453,mother day come forget soap doctor,2022-05-07,USA,Etsy,0,0,0,0,en,mother day come forget soap doctor
459,hand made artisan soap oil alo vera shea butter l via ex,2022-05-07,USA,Twitter Web App,0,0,0,0,en,hand made artisan soap oil alo vera shea butter l via ex
464,share latest shop hand made artisan soap oil alo vera shea butter,2022-05-07,USA,Etsy,0,0,0,0,en,share latest shop hand made artisan soap oil alo vera shea butter
465,interest put sudden get much inform topic interest,2022-05-07,,Twitter for Android,0,0,0,0,en,interest put sudden get much inform topic interest
466,soap doctor doge,2022-05-07,USA,Twitter Web App,0,0,0,0,en,soap doctor doge
467,soap doctor doge,2022-05-07,USA,Twitter Web App,2,0,0,0,en,soap doctor doge
468,hand made soap doctor watermelon goat milk alo vera flower soap,2022-05-07,USA,Etsy,0,0,1,0,en,hand made soap doctor watermelon goat milk alo vera flower soap
469,hand made soap artisan heart alo vera lemon shea butter flower,2022-05-07,USA,Etsy,0,0,0,0,en,hand made soap artisan heart alo vera lemon shea butter flower
470,bishop deck right today bishop butter biscuit known brain today,2022-05-07,"Minnesota, USA",Twitter for iPhone,0,0,0,0,en,bishop deck right today bishop butter biscuit known brain today
473,idea fund appear,2022-05-07,California,Twitter Web App,0,0,0,0,en,idea fund appear
474,great deal musk,2022-05-07,Georgia,Twitter for Android,0,0,0,0,en,great deal musk
475,grow trade local zone level chart,2022-05-07,UK Unated Kingdom,Twitter Web App,0,0,0,0,en,grow trade local zone level chart
476,fox news concern via,2022-05-07,,Twitter Web App,1,0,0,0,en,fox news concern via
477,keep sheet,2022-05-07,Украина,Twitter for Android,0,0,1,0,en,keep sheet
478,life accident talk parent without respect,2022-05-07,India,Twitter for Android,0,0,0,0,en,life accident talk parent without respect
480,hand made soap doctor watermelon lemon via soap doge,2022-05-07,USA,Twitter Web App,0,0,0,0,en,hand made soap doctor watermelon lemon via soap doge
481,soap,2022-05-07,USA,Twitter Web App,0,0,0,0,en,soap
482,hand made soap doctor watermelon goat milk alo vera flower via,2022-05-07,USA,Twitter Web App,0,0,0,0,en,hand made soap doctor watermelon goat milk alo vera flower via
484,hand made soap doctor watermelon goat milk alo vera flower via,2022-05-07,USA,Twitter Web App,0,0,0,0,en,hand made soap doctor watermelon goat milk alo vera flower via
485,hand made soap doctor watermelon goat milk alo vera flower,2022-05-07,USA,Twitter Web App,0,0,0,0,en,hand made soap doctor watermelon goat milk alo vera flower
486,hand made soap doctor watermelon goat milk alo vera flower,2022-05-07,USA,Twitter Web App,0,0,0,0,en,hand made soap doctor watermelon goat milk alo vera flower
488,via origin news,2022-05-07,DeCenterized Tokyo🗼⇄NY🗽,Twitter for iPhone,1,0,1,0,en,via origin news
489,oh control hierarch find job ass get,2022-05-07,"Dallas, TX",Twitter for iPhone,0,0,0,0,en,oh control hierarch find job ass get
490,check case case van via,2022-05-08,USA,Twitter Web App,3,0,8,0,en,check case case van via
491,via,2022-05-08,upstate NY,Twitter for iPhone,0,0,0,0,en,via
492,market trader use weekend head channel actual,2022-05-08,Costa Rica,Twitter for iPhone,0,0,0,0,en,market trader use weekend head channel actual
493,well street better get gear lie push save,2022-05-08,,Twitter for iPhone,0,0,0,0,en,well street better get gear lie push save
494,check clay clay mask pueblo new great x v,2022-05-08,,NFT gang gang,0,0,0,0,en,check clay clay mask pueblo new great x v
495,check clay clay mask pueblo new great x,2022-05-08,USA,Twitter Web App,3,1,2,1,en,check clay clay mask pueblo new great x
496,doge win giveaway,2022-05-08,USA,Twitter Web App,0,0,0,0,en,doge win giveaway
498,stock sink market open pend suit sell stock,2022-05-08,Oz!,Twitter for Android,0,0,0,0,en,stock sink market open pend suit sell stock
499,via doge,2022-05-08,,App_1_new,0,0,0,0,en,via doge
500,via doge,2022-05-08,USA,Twitter Web App,0,0,0,1,en,via doge
501,via doge,2022-05-08,USA,Twitter Web App,0,0,0,0,en,via doge
502,check mask real feather mint x via,2022-05-08,USA,Twitter Web App,2,0,1,1,en,check mask real feather mint x via
503,market trader use weekend head channel actual,2022-05-08,,Twitter Web App,4,0,0,1,en,market trader use weekend head channel actual
504,check wood mask x great via,2022-05-08,USA,Twitter Web App,3,1,4,1,en,check wood mask x great via
505,mani bot post propaganda post,2022-05-08,"""Not of this Earth""",Twitter Web App,0,0,0,0,en,mani bot post propaganda post
508,check hair growth treatment men day via e,2022-05-08,USA,Twitter Web App,0,0,0,0,en,check hair growth treatment men day via e
509,check hair regrowth treatment day,2022-05-08,USA,Twitter Web App,0,0,0,0,en,check hair regrowth treatment day
510,check ornament x set via,2022-05-08,USA,Twitter Web App,0,0,0,0,en,check ornament x set via
511,check shampoo wash light floral scent flip top bott,2022-05-08,USA,Twitter Web App,0,0,0,0,en,check shampoo wash light floral scent flip top bott
513,check medic round per via,2022-05-08,USA,Twitter Web App,0,0,0,0,en,check medic round per via
516,check liquid wash herbal scent via,2022-05-08,USA,Twitter Web App,0,0,0,0,en,check liquid wash herbal scent via
517,check latex exam glove box via,2022-05-08,USA,Twitter Web App,0,0,0,0,en,check latex exam glove box via
518,check washcloth x inch pack alo,2022-05-08,USA,Twitter Web App,0,0,0,0,en,check washcloth x inch pack alo
519,via,2022-05-08,USA,Twitter Web App,4,4,1,0,en,via
521,check hello work edit almost mint,2022-05-08,USA,Twitter Web App,0,0,0,0,en,check hello work edit almost mint
522,know click push pen form file woke leftist e,2022-05-08,🇺🇲,Twitter for Android,0,0,0,0,en,know click push pen form file woke leftist e
523,check wood pipe via,2022-05-08,USA,Twitter Web App,0,0,0,0,en,check wood pipe via
524,check vari hair crystal ion via,2022-05-08,USA,Twitter Web App,0,0,0,0,en,check vari hair crystal ion via
525,hand made artisan soap oil alo vera shea butter lemon flower via,2022-05-08,USA,Twitter Web App,4,0,0,1,en,hand made artisan soap oil alo vera shea butter lemon flower via
528,storybook wizard brush set potter w pouch new potter,2022-05-08,USA,Twitter Web App,0,0,0,0,en,storybook wizard brush set potter w pouch new potter
529,grand hill hotel glamour best rare new wrap,2022-05-08,USA,Twitter Web App,0,0,0,0,en,grand hill hotel glamour best rare new wrap
536,hate merchant audio,2022-05-08,Canada,Twitter Web App,0,0,0,4,en,hate merchant audio
537,mother day day,2022-05-08,$AMC ,Twitter for iPhone,1,0,0,0,en,mother day day
539,next tank shift due follow take,2022-05-08,"London, England",Twitter for Android,0,0,0,0,en,next tank shift due follow take
544,troll farm aka propaganda shell peter th,2022-05-08,United States,Twitter Web App,0,0,0,0,en,troll farm aka propaganda shell peter th
551,check hair color na ash ammonia free e,2022-05-08,,NFT gang gang,0,0,0,0,en,check hair color na ash ammonia free e
552,check hair color na ash ammonia free,2022-05-08,USA,Twitter Web App,1,2,1,2,en,check hair color na ash ammonia free
553,check hair growth treatment men day via,2022-05-08,USA,Twitter Web App,2,2,1,2,en,check hair growth treatment men day via
554,check hair regrowth treatment day,2022-05-08,USA,Twitter Web App,3,2,2,1,en,check hair regrowth treatment day
555,check ornament x set via,2022-05-08,USA,Twitter Web App,3,2,5,1,en,check ornament x set via
556,check shampoo wash light floral scent flip top bott,2022-05-08,USA,Twitter Web App,1,2,3,1,en,check shampoo wash light floral scent flip top bott
558,check medic round per via,2022-05-08,USA,Twitter Web App,1,2,1,1,en,check medic round per via
559,check petit block build kit via,2022-05-08,USA,Twitter Web App,3,3,3,1,en,check petit block build kit via
560,opinion avoid drug,2022-05-08,Las Vegas🇺🇸Philippines🇵🇭,Twitter for Android,0,0,0,0,en,opinion avoid drug
562,check liquid wash herbal scent via,2022-05-08,USA,Twitter Web App,3,2,2,1,en,check liquid wash herbal scent via
563,check latex exam glove box via,2022-05-08,USA,Twitter Web App,2,2,1,1,en,check latex exam glove box via
564,check washcloth x inch pack alo,2022-05-08,USA,Twitter Web App,3,0,1,1,en,check washcloth x inch pack alo
566,check case tab cover night van,2022-05-08,,Twitter Web App,0,0,0,0,en,check case tab cover night van
567,check case tab cover night van,2022-05-08,USA,Twitter Web App,4,3,3,2,en,check case tab cover night van
568,mother day,2022-05-08,,Twitter Web App,0,0,0,0,en,mother day
569,check hello work edit almost mint,2022-05-08,USA,Twitter Web App,2,2,1,1,en,check hello work edit almost mint
570,check wood pipe via,2022-05-08,USA,Twitter Web App,2,5,2,1,en,check wood pipe via
571,check vari hair crystal ion via,2022-05-08,USA,Twitter Web App,3,3,2,1,en,check vari hair crystal ion via
572,storybook wizard brush set potter w pouch new,2022-05-08,USA,Twitter Web App,3,3,3,1,en,storybook wizard brush set potter w pouch new
573,grand hill hotel glamour best rare new,2022-05-08,USA,Twitter Web App,2,4,3,1,en,grand hill hotel glamour best rare new
574,via ca soap,2022-05-08,USA,Twitter Web App,1,5,1,0,en,via ca soap
575,share holder get blue check,2022-05-08,,Twitter for Android,0,0,0,0,en,share holder get blue check
576,th reason th crash human need learn patient enough grow system,2022-05-09,"Manchester, England",Twitter for iPhone,0,0,0,0,en,th reason th crash human need learn patient enough grow system
577,hope long night meet show problem,2022-05-09,"Manchester, England",Twitter for iPhone,0,0,0,0,en,hope long night meet show problem
578,spent past week research fairer way life,2022-05-09,"Manchester, England",Twitter for iPhone,9,3,0,0,en,spent past week research fairer way life
579,said know crash market check event,2022-05-09,"Manchester, England",Twitter for iPhone,3,2,1,0,en,said know crash market check event
580,host space tomorrow morn feel free join,2022-05-09,"Manchester, England",Twitter for iPhone,1,0,1,0,en,host space tomorrow morn feel free join
582,check cast iron foot trivet woman ach talk dumb,2022-05-09,USA,Twitter Web App,0,0,1,1,en,check cast iron foot trivet woman ach talk dumb
583,check cast iron foot trivet woman ach talk dumb,2022-05-09,USA,Twitter Web App,0,1,0,1,en,check cast iron foot trivet woman ach talk dumb
585,check violet violet free v,2022-05-09,USA,Twitter Web App,2,0,1,0,en,check violet violet free v
587,check hair color pink ammonia free,2022-05-09,USA,Twitter Web App,3,0,1,0,en,check hair color pink ammonia free
588,check bed head beach wave mist fine gel hair,2022-05-09,USA,Twitter Web App,6,0,0,0,en,check bed head beach wave mist fine gel hair
589,due tweet mani investor lost lot money,2022-05-09,Safe Moon,Twitter for iPhone,0,0,0,0,en,due tweet mani investor lost lot money
591,limit time offer get free stock open fund account get,2022-05-09,,Twitter for Android,0,0,0,0,en,limit time offer get free stock open fund account get
592,helm set target per share,2022-05-09,"San Diego, CA",Twitter Web App,3,0,1,0,en,helm set target per share
593,check hair color black ammonia,2022-05-09,USA,Twitter Web App,1,1,1,0,en,check hair color black ammonia
594,yeah got demand mistrial invest,2022-05-09,upstate NY,Twitter for iPhone,0,0,0,0,en,yeah got demand mistrial invest
595,check clear via,2022-05-09,USA,Twitter Web App,0,1,0,0,en,check clear via
596,feel feel invest,2022-05-09,upstate NY,Twitter for iPhone,0,0,0,1,en,feel feel invest
600,put day trade swing,2022-05-09,,Twitter for iPhone,15,2,4,1,en,put day trade swing
602,,2022-05-09,,Twitter for Android,0,0,0,0,en,
603,investor tri delay screw th,2022-05-09,,Twitter Web App,0,0,0,0,en,investor tri delay screw th
605,musk death tweet send,2022-05-09,NYC,Twitter Web App,1,0,1,0,en,musk death tweet send
607,see risk deal get lower,2022-05-09,,Datamine #1,0,0,0,0,en,see risk deal get lower
608,see risk deal get lower,2022-05-09,"Dallas, TX",TweetDeck,5,0,2,3,en,see risk deal get lower
611,meta platform class enter put strike limit buy exit,2022-05-09,"New York, NY",Zapier.com,0,0,0,0,en,meta platform class enter put strike limit buy exit
612,might closer low biggest bull post,2022-05-09,,Twitter Web App,4,0,0,0,en,might closer low biggest bull post
614,aim twitter,2022-05-09,"New York, NY",proactive_NA,1,0,1,0,en,aim twitter
616,heart part via damn,2022-05-09,upstate NY,Twitter for iPhone,0,0,0,0,en,heart part via damn
617,hand made soap artisan heart alo vera lemon shea butter flower via,2022-05-09,USA,Twitter Web App,3,1,0,0,en,hand made soap artisan heart alo vera lemon shea butter flower via
618,cool ill take construct new world order keep talk,2022-05-09,,Twitter for Android,0,0,0,0,en,cool ill take construct new world order keep talk
619,buy stock happen stock deal get process pu,2022-05-09,,Twitter Web App,1,0,0,0,en,buy stock happen stock deal get process pu
621,check good time buyer bad time seller short te,2022-05-09,Miami/London,StockTwits Web,1,0,0,1,en,check good time buyer bad time seller short te
623,drone sneak peek g yesterday,2022-05-09,,Twitter for iPhone,0,0,0,0,en,drone sneak peek g yesterday
625,detail new plan woke staff go like,2022-05-09,"Tokyo
",Twitter Web App,0,0,0,0,en,detail new plan woke staff go like
628,good day trade think go get idiot,2022-05-09,planet Earth,Twitter Web App,1,0,0,0,en,good day trade think go get idiot
629,check wine holder hand wood king secret compart,2022-05-09,USA,Twitter Web App,0,1,2,0,en,check wine holder hand wood king secret compart
630,check arm bracelet heart via,2022-05-09,USA,Twitter Web App,2,0,3,0,en,check arm bracelet heart via
631,note may make ask weapon well media,2022-05-10,Global,Twitter Web App,0,0,1,1,en,note may make ask weapon well media
632,could pay doge get suspend account,2022-05-10,Hell on Earth,Twitter for iPhone,2,0,0,2,en,could pay doge get suspend account
633,clip via news plan,2022-05-10,DeCenterized Tokyo🗼⇄NY🗽,Twitter for iPhone,0,0,2,0,en,clip via news plan
634,clip via news,2022-05-10,DeCenterized Tokyo🗼⇄NY🗽,Twitter for iPhone,0,0,1,0,en,clip via news
635,clip via news plan idea,2022-05-10,DeCenterized Tokyo🗼⇄NY🗽,Twitter for iPhone,0,0,1,0,en,clip via news plan idea
636,,2022-05-10,USA,Twitter Web App,0,0,0,0,en,
637,hi think allow back,2022-05-10,Hell on Earth,Twitter for iPhone,0,0,0,0,en,hi think allow back
639,time like present set order pave way fascism march u,2022-05-10,"Earth, New York, Buffalo.",Twitter for Android,0,0,0,0,en,time like present set order pave way fascism march u
640,share pay per share,2022-05-10,,Twitter Web App,1,0,0,0,en,share pay per share
642,revers trump ban news news,2022-05-10,"Port St. Lucie, FL. 34983",Twitter for iPhone,0,0,0,0,en,revers trump ban news news
643,deal not go fail stock th,2022-05-10,,Twitter for Android,1,0,0,0,en,deal not go fail stock th
644,total get shadow ban one nice know ya,2022-05-10,United States,Twitter Web App,5,1,0,0,en,total get shadow ban one nice know ya
645,not much yet want h,2022-05-10,,Twitter for iPhone,0,0,1,0,en,not much yet want h
646,not much yet w,2022-05-10,,Twitter for iPhone,0,0,1,0,en,not much yet w
648,whale hand made organ soap watermelon goat milk alo vera vitamin miner flower rich,2022-05-10,USA,Twitter Web App,1,0,1,0,en,whale hand made organ soap watermelon goat milk alo vera vitamin miner flower rich
651,market short scare throw,2022-05-10,,Twitter for Android,0,0,0,0,en,market short scare throw
654,doge,2022-05-10,USA,Twitter Web App,0,0,0,0,en,doge
655,launch digit map queen life ahead,2022-05-10,USA,Twitter Web App,0,0,1,0,en,launch digit map queen life ahead
656,make soap doge,2022-05-10,USA,Twitter Web App,2,0,2,0,en,make soap doge
657,check color shampoo maintain shine color,2022-05-10,USA,Twitter Web App,1,0,1,0,en,check color shampoo maintain shine color
658,let chamber begin,2022-05-10,upstate NY,Twitter for iPhone,0,0,0,0,en,let chamber begin
659,big news allow back trump expect make money,2022-05-10,"Austin, TX",Twitter Web App,0,0,0,0,en,big news allow back trump expect make money
660,mean stop buy invest,2022-05-10,upstate NY,Twitter for iPhone,0,0,0,0,en,mean stop buy invest
661,enter put strike limit buy exit hour limit sale,2022-05-10,"New York, NY",Zapier.com,0,0,0,0,en,enter put strike limit buy exit hour limit sale
664,get beauti soap whale instead doge,2022-05-10,USA,Twitter Web App,2,1,1,0,en,get beauti soap whale instead doge
665,call back market time,2022-05-10,upstate NY,Twitter for iPhone,0,0,0,1,en,call back market time
666,whale hand made organ soap watermelon goat milk alo vera vitamin miner flower rich,2022-05-10,USA,Twitter Web App,1,0,2,0,en,whale hand made organ soap watermelon goat milk alo vera vitamin miner flower rich
667,would nut,2022-05-10,"Jupiter, FL",Twitter for iPhone,1,0,1,0,en,would nut
668,will allow trump return block moral err,2022-05-10,The Holy Land,Twitter for iPhone,0,0,0,0,en,will allow trump return block moral err
669,hand made soap munch scream watermelon goat milk alo vera via,2022-05-10,,Twitter for Android,0,0,0,0,en,hand made soap munch scream watermelon goat milk alo vera via
670,hand made soap munch scream watermelon goat milk alo vera via,2022-05-10,USA,Twitter Web App,1,4,1,1,en,hand made soap munch scream watermelon goat milk alo vera via
671,check copyright custom care so treatment via,2022-05-10,USA,Twitter Web App,2,0,1,0,en,check copyright custom care so treatment via
672,hand made soap artisan black live matter alo vera lemon croc via,2022-05-10,USA,Twitter Web App,1,0,1,1,en,hand made soap artisan black live matter alo vera lemon croc via
673,check clay clay mask pueblo new great x,2022-05-10,USA,Twitter Web App,0,0,1,0,en,check clay clay mask pueblo new great x
674,short target get also doesnt buy,2022-05-10,,Twitter Web App,0,0,0,0,en,short target get also doesnt buy
675,check pure pigment pure yellow via,2022-05-10,USA,Twitter Web App,1,0,0,0,en,check pure pigment pure yellow via
676,win,2022-05-10,upstate NY,Twitter for iPhone,0,0,0,0,en,win
677,still king,2022-05-10,,Twitter for iPhone,0,0,0,0,en,still king
678,musk last word not like,2022-05-10,Jesolo,Twitter Web App,0,0,0,0,en,musk last word not like
679,market much keep sell must,2022-05-10,"New York, NY",Twitter for Android,6,0,1,0,en,market much keep sell must
680,best use sun look afraid height stay high,2022-05-10,upstate NY,Twitter for iPhone,0,0,0,0,en,best use sun look afraid height stay high
681,look island need drive bad boy,2022-05-10,upstate NY,Twitter for iPhone,0,0,0,0,en,look island need drive bad boy
682,today one make great day yo,2022-05-10,upstate NY,Twitter for iPhone,0,0,0,0,en,today one make great day yo
683,would not back proffer much lower offer,2022-05-10,"44.94468047066957, -93.2425976",Twitter Web App,1,0,0,0,en,would not back proffer much lower offer
685,need laugh button smash account make laugh,2022-05-10,Remote,Twitter Web App,0,0,0,0,en,need laugh button smash account make laugh
686,musk bid might say,2022-05-10,"New York, NY",proactive_NA,0,0,1,0,en,musk bid might say
689,meta platform class enter put strike limit buy exit h,2022-05-10,"New York, NY",Zapier.com,0,0,0,0,en,meta platform class enter put strike limit buy exit h
691,,2022-05-10,,Twitter Web App,1,0,2,0,en,
693,wonder reason stock go order buy,2022-05-10,Nederland,Twitter for Android,0,0,0,0,en,wonder reason stock go order buy
695,hey hot idea go make worth extra billion trillion sure,2022-05-10,"California, USA",Twitter for iPhone,0,0,0,0,en,hey hot idea go make worth extra billion trillion sure
697,frog via,2022-05-10,USA,Twitter Web App,1,0,2,1,en,frog via
698,via,2022-05-10,USA,Twitter Web App,2,0,2,0,en,via
699,blind would help get around,2022-05-10,upstate NY,Twitter for iPhone,0,0,1,2,en,blind would help get around
700,best short reaction girl demeanor karma,2022-05-10,Germany -|- North Coast ,Twitter Web App,0,0,0,0,en,best short reaction girl demeanor karma
701,bit clearer pa need push order invalid,2022-05-10,United States,Twitter Web App,0,0,0,0,en,bit clearer pa need push order invalid
702,hey these child feel u buy,2022-05-10,,Twitter for iPhone,0,0,0,0,en,hey these child feel u buy
