,text,time,location,source,like_count,quote_count,reply_count,retweet_count,lang,split_text
1255,expos govern propaganda american think ukrain winthey know ukrain httpstco9tlyys7dp,2022-05-17,,Twitter Web App,5,0,0,1,en,"['expos', 'govern', 'propaganda', 'american', 'think', 'ukrain', 'winthey', 'know', 'ukrain', 'httpstco9tlyys7dp']"
1256,estim mani follow bot fake account,2022-05-17,"California & Texas, USA",Twitter for iPhone,21,3,4,4,en,"['estim', 'mani', 'follow', 'bot', 'fake', 'account']"
1257,think sign deal buy pend due dilig number real user httpstcose7qlli8wm,2022-05-17,Planet Earth,Twitter Web App,0,0,1,0,en,"['think', 'sign', 'deal', 'buy', 'pend', 'due', 'dilig', 'number', 'real', 'user', 'httpstcose7qlli8wm']"
1258,remov suppos bot follow count midst mass delet follow got httpstcoapjw6xrxqb,2022-05-17,The Political Sphere,Twitter Web App,0,0,0,0,en,"['remov', 'suppos', 'bot', 'follow', 'count', 'midst', 'mass', 'delet', 'follow', 'got', 'httpstcoapjw6xrxqb']"
1259,extrem intellig one best forward thinker time roadmap httpstcok7fiu7diyw,2022-05-17,"Chicago, IL",Twitter for iPhone,53,4,94,1,en,"['extrem', 'intellig', 'one', 'best', 'forward', 'thinker', 'time', 'roadmap', 'httpstcok7fiu7diyw']"
1260,expos fire employeesreplac former leo insur post violat lawsmerg httpstcohpmqx6soq8,2022-05-17,,Twitter Web App,2,0,0,3,en,"['expos', 'fire', 'employeesreplac', 'former', 'leo', 'insur', 'post', 'violat', 'lawsmerg', 'httpstcohpmqx6soq8']"
1261,probabl charact limit pleas fix charact flaw,2022-05-17,,Twitter for iPhone,0,0,1,0,en,"['probabl', 'charact', 'limit', 'pleas', 'fix', 'charact', 'flaw']"
1262,good morn reborn flame like phoenix hide pant readi explod lfg httpstcoks3ukgxwrb,2022-05-17,,Twitter for iPhone,2,0,0,0,en,"['good', 'morn', 'reborn', 'flame', 'like', 'phoenix', 'hide', 'pant', 'readi', 'explod', 'lfg', 'httpstcoks3ukgxwrb']"
1263,70 fake follow httpstcomvai9qznt9,2022-05-17,,Twitter for Android,0,0,0,0,en,"['70', 'fake', 'follow', 'httpstcomvai9qznt9']"
1265,updat httpstco2wvmarmsz9 social research httpstco2wunucs8s2,2022-05-17,,RT #RedesSociales,0,0,0,0,en,"['updat', 'httpstco2wvmarmsz9', 'social', 'research', 'httpstco2wunucs8s2']"
1266,cub,2022-05-17,MOON,Twitter Web App,2,3,0,0,en,['cub']
1267,oh god done httpstcozjkdzvkxi4,2022-05-18,USA,Twitter Web App,1,0,2,0,en,"['oh', 'god', 'done', 'httpstcozjkdzvkxi4']"
1268,sell account price 210 4 usd statu avail info 12k follow sinc oct httpstcotmfvsvd6so,2022-05-18,Kayjeolg,Twitter for iPhone,0,0,1,0,en,"['sell', 'account', 'price', '210', '4', 'usd', 'statu', 'avail', 'info', '12k', 'follow', 'sinc', 'oct', 'httpstcotmfvsvd6so']"
1269,btc tsla httpstcorpwale1akc,2022-05-18,USA,Twitter Web App,0,0,0,0,en,"['btc', 'tsla', 'httpstcorpwale1akc']"
1270,screw pooch seem 37 710 37 high still drop httpstcoy7b1etisyw,2022-05-18,"Colorado, USA",Twitter Web App,9,0,0,1,en,"['screw', 'pooch', 'seem', '37', '710', '37', 'high', 'still', 'drop', 'httpstcoy7b1etisyw']"
1271,well looki neighbor got caught two guy came tesla car httpstcolrdgqj5swx,2022-05-18,USA,Twitter Web App,1,0,1,0,en,"['well', 'looki', 'neighbor', 'got', 'caught', 'two', 'guy', 'came', 'tesla', 'car', 'httpstcolrdgqj5swx']"
1272,vsheard kkr forjohnnydepp everyon see follow follow,2022-05-18,,Twitter for iPhone,0,0,0,0,en,"['vsheard', 'kkr', 'forjohnnydepp', 'everyon', 'see', 'follow', 'follow']"
1273,stupid kick tire sign purchas contr httpstcooo0ql3bff2,2022-05-18,,Twitter Web App,0,0,0,0,en,"['stupid', 'kick', 'tire', 'sign', 'purchas', 'contr', 'httpstcooo0ql3bff2']"
1278,ok not spur moment decis buy share month knew httpstcoy6evliadtm,2022-05-18,,Twitter for iPhone,0,0,0,0,en,"['ok', 'not', 'spur', 'moment', 'decis', 'buy', 'share', 'month', 'knew', 'httpstcoy6evliadtm']"
1283,twitter manag appar ensur compani would not profit defraud investor httpstcoq4tqixcvr,2022-05-18,"Washington, DC",Twitter for iPhone,19,0,1,10,en,"['twitter', 'manag', 'appar', 'ensur', 'compani', 'would', 'not', 'profit', 'defraud', 'investor', 'httpstcoq4tqixcvr']"
1285,user wealthi popular soon besti besti od,2022-05-18,,Twitter for iPhone,2,0,0,0,en,"['user', 'wealthi', 'popular', 'soon', 'besti', 'besti', 'od']"
1287,fuck knew previou post bot problem menti httpstco4kxbywmqnk,2022-05-18,,Twitter for iPhone,0,0,0,0,en,"['fuck', 'knew', 'previou', 'post', 'bot', 'problem', 'menti', 'httpstco4kxbywmqnk']"
